label,video_url,signer_number,data_source,scraped_label,number_in_label,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem,scraped_video_url,sign_variant,signer_number.1,video_url_root,video_url_ext,sign_url,signer_order,Unnamed: 0,category,example_pt,example_libras,hand_gesture,url_available,decoded_word,word_in_url
ACANHADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acanhadoSm_Prog001.mp4,0.0,ne,ACANHADO,False,True,A,NENHUM,"Tímido; envergonhado; pessoa recatada, com certa dificuldade ou resistência para se relacionar.",Meu irmão é muito acanhado.,ME@ IRM@ ACANHAD@muito.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACARICIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acariciarSm_Prog001.mp4,0.0,ne,ACARICIAR,False,True,A,NENHUM,Fazer carícias; afagar; acarinhar.,Eu gosto de acariciar o bebê.,EU GOSTAR ACARICIAR BEBÊ.,VERBO,Nacional,,,,,,,,,,,,,,,
ACASALAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acasalarSm_Prog001.mp4,0.0,ne,ACASALAR,False,True,A,NENHUM,Ato em que macho e fêmea se juntam para a procriação.,Meu cachorro e a cadela dele vão ficar juntos para acasalar.,CACHORRO ME@ DEL@ JUNT@ AMANHÃ ACASALAR.,VERBO,Nacional,,,,,,,,,,,,,,,
ACATAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acatarSm_Prog001.mp4,0.0,ne,ACATAR,False,True,A,NENHUM,Cumprir; aceitar; respeitar.,Eu acatei o que o professor me aconselhou.,EU ACATAR PROFESSOR@ 3sACONSELHAR1s.,VERBO,Nacional,,,,,,,,,,,,,,,
ACAUTELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acautelarSm_Prog001.mp4,0.0,ne,ACAUTELAR,False,True,A,NENHUM,Prevenir; tomar cuidado.,Você recebeu o salário em dinheiro? Acautele-se e esconda-o no sapato.,VOCÊ RECEBER JÁ SÁLARIO DINHEIRO? OLHAR JÁ ESCONDER SAPATO.,VERBO,Nacional,,,,,,,,,,,,,,,
ACEITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aceitarSm_Prog001.mp4,0.0,ne,ACEITAR,False,True,A,NENHUM,Atender a um convite; receber uma gentileza.,Hoje meu amigo me convidou para jantar e eu aceitei.,AMIG@ 3sCONVIDAR1s JANTAR HOJE EU ACEITAR.,VERBO,Nacional,,,,,,,,,,,,,,,
ACELERAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acelerar1Sm_Prog001.mp4,0.0,ne,ACELERAR1,True,True,A,NENHUM,"Pressionar o pedal do acelerador de um veículo, aumentando sua velocidade.","Ontem o motorista do ônibus acelerou tanto, que eu quase caí.",ONTEM ÔNIBUS MOTORISTA ACELERAR EU QUASE pessoaCAIR.,VERBO,Nacional,,,,,,,,,,,,,,,
ACELERAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acelerar2Sm_Prog001.mp4,0.0,ne,ACELERAR2,True,True,A,NENHUM,Apressar; aumentar o ritmo.,"O chefe não gosta que o trabalho atrase, você precisa trabalhar e acelerar sua produção.","CHEFE GOSTAR-NÃO TRABALHO ATRASAR, VOCÊ PRECISAR PRODUÇÃO ACELERAR TRABALHAR.",VERBO,Nacional,,,,,,,,,,,,,,,
ACENAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acenarSm_Prog001.mp4,0.0,ne,ACENAR,False,True,A,NENHUM,"Agitar uma ou as duas mãos, em um gesto de cumprimento.","Uma linda mulher passou e acenou, eu fiquei louco.",MULHER LIND@muito ANDAR ACENAR EU LOUC@!,VERBO,Nacional,,,,,,,,,,,,,,,
ACENDER FAROL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender3Sm_Prog001.mp4,0.0,ne,ACENDER FAROL,False,True,A,NENHUM,"Acionar, no painel do carro, o botão que regula a ligação dos faróis.","Por favor, não acenda o farol do carro.",FAVOR ACENDER-FAROL CARRO NÃO.,VERBO,Nacional,,,,,,,,,,,,,,,
ACENDER ISQUEIRO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender4Sm_Prog001.mp4,0.0,ne,ACENDER ISQUEIRO,False,True,A,NENHUM,Provocar o atrito da pedra que provoca a chama.,Não consigo acender o cigarro com esse isqueiro!,CIGARRO ISQUEIRO-ACENDER CONSEGUIR-NÃO!,VERBO,Nacional,,,,,,,,,,,,,,,
ACENDER LUZ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender2Sm_Prog001.mp4,0.0,ne,ACENDER LUZ,False,True,A,NENHUM,"Fazer a luz iluminar; pressionar ou girar o interruptor instalado na parede, envolto em uma pequena placa de plástico ou material similar.","Por favor, acenda a luz do meu quarto.",POR-FAVOR QUARTO ME@ ACENDER-LUZ.,VERBO,Nacional,,,,,,,,,,,,,,,
ACENDER VELA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acender1Sm_Prog001.mp4,0.0,ne,ACENDER VELA,False,True,A,NENHUM,Pôr fogo; queimar; fazer arder.,Você acendeu a vela com o fósforo?,VOCÊ FÓSFORO ACENDER-VELA JÁ?,VERBO,Nacional,,,,,,,,,,,,,,,
ACENTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acento1Sm_Prog001.mp4,0.0,ne,ACENTO1,True,True,A,NENHUM,Sinal incorporado à grafia de certas palavras.,Você esqueceu de colocar o acento circunflexo na palavra você.,VOCÊ ESQUECER V-O-C-E ^ NÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACENTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acento2Sm_Prog001.mp4,0.0,ne,ACENTO2,True,True,A,NENHUM,"Sinal que dá maior intensidade a uma sílaba, em relação às que estão próximss dela.",Você não colocou acento agudo em vovo,VOCÊ COLOCAR-NÃO V-O-V-O ´.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACERCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acercarSm_Prog001.mp4,0.0,ne,ACERCAR,False,True,A,NENHUM,Aproximar-se; estar mais perto.,"Anteontem, na favela, a polícia acercou-se e prendeu quatro ladrões. Um fugiu.",ANTEONTEM FAVELA POLÍCIA ACERCAR LADRÃO 4 PRENDER 1 FUGIR.,VERBO,Nacional,,,,,,,,,,,,,,,
ACERTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar1Sm_Prog001.mp4,0.0,ne,ACERTAR1,True,True,A,NENHUM,atingir um alvo ou pessoa.,Uma bala de revólver acertou a cabeça do menino.,MENIN@ PEQUEN@ ACERTAR-TESTA BALA-REVOLVER.,VERBO,Nacional,,,,,,,,,,,,,,,
ACERTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acertar2Sm_Prog001.mp4,0.0,ne,ACERTAR2,True,True,A,NENHUM,Fazer de maneira correta; não errar.,Eu acertei tudo na prova de matemática.,MATEMATICA PROVA EU ACERTARdistributivo RESPOSTA+ T-U-D-O.,VERBO,Nacional,,,,,,,,,,,,,,,
ACESO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesoSm_Prog001.mp4,0.0,ne,ACESO,False,True,A,NENHUM,Que acendeu; cheio de claridade.,Deixe a luz permanecer acesa durante toda a madrugada.,LUZ PERMANECER DEIXAR ACES@ MADRUGADA-TOD@ OK!,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACESSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso1Sm_Prog001.mp4,0.0,ne,ACESSO1,True,True,A,NENHUM,Ingresso; alcance; entrada.,Essa sala dá acesso para o computador?,ESS@ SALA COMPUTADOR ACESSO?,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACESSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acesso2Sm_Prog001.mp4,0.0,ne,ACESSO2,True,True,A,NENHUM,Ingresso; alcance; entrada.,É proibido o acesso das crianças à reunião.,REUNIÃO PROIBIDO CRIANÇA+ ACESSO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar1Sm_Prog001.mp4,0.0,ne,ACHAR1,True,True,A,NENHUM,Encontrar por acaso; deparar; descobrir.,Terça-feira passada eu estava procurando um armário e achei um pelo preço de 50 reais.,TERÇA PASSAD@ EU PROCURAR ACHAR ARMÁRIO PREÇO 50.,VERBO,Nacional,,,,,,,,,,,,,,,
ACHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/achar2Sm_Prog001.mp4,0.0,ne,ACHAR2,True,True,A,NENHUM,Ter uma opinião; considerar.,"Domingo, dia 16, Vasco e Flamengo vão competir. Eu acho, com certeza, que o Vasco vai ser campeão.",DOMINGO D-I-A 16 VASCO FLAMENGO COMPETIR EU ACHAR CERTEZA VASCO CAMPEÃO.,VERBO,Nacional,,,,,,,,,,,,,,,
ACIDENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente1Sm_Prog001.mp4,0.0,ne,ACIDENTE1,True,True,A,NENHUM,"Acontecimento casual, que pode provocar lesão física.","Ontem, no futebol, a bola que chutei com força bateu, por acidente, no rosto do meu amigo.",ONTEM EU FUTEBOL ACIDENTE BOLA FORTE CHUTAR AMIG@ ME@ BATER-ROSTO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACIDENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acidente2Sm_Prog001.mp4,0.0,ne,ACIDENTE2,True,True,A,HIGIENE/SAÚDE,"Ocorrência como colisão, derrapagem ou capotamento, decorrente de imperícia ou de defeitos técnicos nas máquinas.","Ontem, um colega de trabalho teve acidente de carro.",COLEGA TRABALHO CARRO ACIDENTE ONTEM.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACIMA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acimaSm_Prog001.mp4,0.0,ne,ACIMA,False,True,A,NENHUM,Em situação ou local mais elevado.,A lâmpada acima da prateleira queimou.,LÂMPADA QUEIMAR PRATELEIRA ACIMA.,ADV.,Nacional,,,,,,,,,,,,,,,
ACLIVE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acliveSm_Prog001.mp4,0.0,ne,ACLIVE,False,True,A,NENHUM,Ladeira considerada de baixo para cima; subida.,"Se o freio estiver com problema, é perigoso o carro no aclive.","S-I FREIO PROBLEMA, CARRO ACLIVE PERIGOS@.",SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACNE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acneSm_Prog001.mp4,0.0,ne,ACNE,False,True,A,HIGIENE/SAÚDE,"Erupção na pele, causada por inflamação das glândulas sebáceas.",Aquele homem tem muita acne no rosto.,HOMEM AQUEL@ MUIT@ ACNE ROSTO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
AÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aco2Sm_Prog001.mp4,0.0,ne,AÇO,False,False,A,MATÉRIA/SUBSTÂNCIA,Metal resistente; liga de ferro e carbono.,"A janela da minha casa é de aço, difícil de quebrar.",CASA ME@ JANELA A-Ç-O^FERRO DIFÍCIL DE QUEBRAR,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
AÇOITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acoitarSm_Prog001.mp4,0.0,ne,AÇOITAR,False,True,A,NENHUM,"Usar o açoite para bater, fustigar, maltratar.",Aquele homem açoitou o cavalo para que acelerasse.,AQUEL@ HOMEM AÇOITAR CAVALO ACELERAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
AÇOITE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acoiteSm_Prog001.mp4,0.0,ne,AÇOITE,False,True,A,NENHUM,Chicote.,Meu açoite está velho.,AÇOITE ME@ VELH@.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACOMODADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acomodadoSm_Prog001.mp4,0.0,ne,ACOMODADO,False,True,A,NENHUM,"Quieto, parado, tranqüilo.",Ele é preguiçoso e sempre fica acomodado sem fazer nada.,EL@ ACOMODAD@ SEMPRE FAZER NADA PREGUIÇOS@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACOMODAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acomodarSm_Prog001.mp4,0.0,ne,ACOMODAR,False,True,A,NENHUM,Descansar; relaxar; ficar tranqüilo.,"Ajude-me na obra da casa, ontem você já se acomodou muito. Hoje, por favor, me ajude!","2sAJUDAR1s ME@ CASA OBRA VOCÊ ONTEM ACOMODARmuito JÁ. POR-FAVOR, HOJE 2sAJUDAR1s.",VERBO,Nacional,,,,,,,,,,,,,,,
ACOMPANHADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhadoSm_Prog001.mp4,0.0,ne,ACOMPANHADO,False,True,A,NENHUM,Estar com uma ou mais pessoas; ter a companhia de alguém; não estar só.,Você vai ao cinema sozinho ou acompanhado?,VOCÊ CINEMA IR SOZINH@ O-U ACOMPANHAD@?,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACOMPANHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhar1Sm_Prog001.mp4,0.0,ne,ACOMPANHAR1,True,True,A,NENHUM,Fazer companhia; seguir junto.,"Tenho medo de andar sozinha na rua, você me acompanha até o ponto do ônibus?",R-U-A SOZINH@ EU MEDO 2sACOMPANHAR1s PONTO-ÔNIBUS?,VERBO,Nacional,,,,,,,,,,,,,,,
ACOMPANHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acompanhar2Sm_Prog001.mp4,0.0,ne,ACOMPANHAR2,True,True,A,NENHUM,Seguir na mesma direção; escoltar.,"Durante a excursão, acampanhe o carro do professor.",EXCURSÃO VOCÊ veículoACOMPANHAR PROFESSOR@.,VERBO,Nacional,,,,,,,,,,,,,,,
ACONCHEGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aconchegarSm_Prog001.mp4,0.0,ne,ACONCHEGAR,False,True,A,NENHUM,Aproximar-se com carinho; abraçar; abrigar; agasalhar.,"Achei um bebê em uma cesta de lixo, na rua. Coitadinho, eu o peguei e aconcheguei em meu colo.",R-U-A EU ACHAR BEBÊ L-I-X-O CESTA. PEGAR ACONCHEGAR-COLO COITAD@.,VERBO,Nacional,,,,,,,,,,,,,,,
ACONSELHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aconselharSm_Prog001.mp4,0.0,ne,ACONSELHAR,False,True,A,NENHUM,Dar conselhos; sugerir um caminho; orientar.,Eu aconselhei meu filho a parar de mentir.,FILH@ 1sACONSELHAR3s PARAR MENTIR.,VERBO,Nacional,,,,,,,,,,,,,,,
ACONTECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecerSm_Prog001.mp4,0.0,ne,ACONTECER1,True,False,A,NENHUM,Ocorrer; suceder; tornar-se realidade.,"O que aconteceu, ele está com febre?",EL@ ACONTECER FEBRE?,VERBO,Nacional,,,,,,,,,,,,,,,
ACONTECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecer2Sm_Prog001.mp4,0.0,ne,ACONTECER2,True,True,A,NENHUM,Ocorrer; suceder; tornar-se realidade.,O que aconteceu?,ACONTECER?,VERBO,Nacional,,,,,,,,,,,,,,,
ACONTECER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acontecer3Sm_Prog001.mp4,0.0,ne,ACONTECER3,True,True,A,NENHUM,Ocorrer sem que seja esperado; tornar-se realidade; suceder.,Hoje tinha um sol bonito e agora chove forte. O que aconteceu?,HOJE SOL BONIT@ AGORA CHUVAmuito ACONTECER?,VERBO,Nacional,,,,,,,,,,,,,,,
ACORDADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordado2Sm_Prog001.mp4,0.0,ne,ACORDADO,False,False,A,NENHUM,Resolvido por acordo.,O negócio da compra do apartamento já foi acordado entre vocês dois?,APARTAMENTO NEGÓCIO COMPRAR VOCÊS-2 ACORDADO JÁ?,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACORDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordar1Sm_Prog001.mp4,0.0,ne,ACORDAR1,True,True,A,NENHUM,Despertar; sair do sono.,A que horas você acorda todos os dias?,ACORDAR VOCÊ HOR@ TODOS-DIA?,VERBO,Nacional,,,,,,,,,,,,,,,
ACORDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordar2Sm_Prog001.mp4,0.0,ne,ACORDAR2,True,True,A,NENHUM,Despertar outra pessoa; fazer com que alguém saia do sono.,A que horas você acorda todos os dias?,ACORDAR VOCÊ HOR@ TODOS-DIA?,VERBO,Nacional,,,,,,,,,,,,,,,
ACORDAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordoSm_Prog001.mp4,0.0,ne,ACORDAR3,True,True,A,NENHUM,Fazer acordo; concordar; combinar.,Eles já acordaram sobre a venda do carro.,ELE@-2 CARRO VENDER ACORDAR JÁ.,VERBO,Nacional,,,,,,,,,,,,,,,
ACORDEÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordeaoSm_Prog001.mp4,0.0,ne,ACORDEÃO,False,True,A,ESPORTE/DIVERSÃO,Instrumento musical com um fole pregueado que se comprime ou distende.,Fiquei muito contente porque o meu tio me presenteou com um acordeão.,EU CONTENTE TI@ ME@ 3sPRESENTEAR1s ACORDEÃO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACORDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acordoSm_Prog001.mp4,0.0,ne,ACORDO,False,True,A,NENHUM,"Combinação entre dois ou mais indivíduos, instituições ou países; pacto.",A FENEIS e o MEC fizeram um acordo para pressionar o Governo a aprovar o Projeto-Lei para oficialização da LIBRAS.,FENEIS M-E-C COMBINAR ACORDO PRESSIONAR GOVERNO APROVAR PROJETO LEI LIBRAS.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACORRENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acorrentarSm_Prog001.mp4,0.0,ne,ACORRENTAR,False,True,A,NENHUM,Prender com a corrente.,Precisa acorrentar esse cachorro bravo.,CACHORR@ BRAV@ PRECISAR ACORRENTAR.,VERBO,Nacional,,,,,,,,,,,,,,,
ACOSTUMADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acostumadoSm_Prog001.mp4,0.0,ne,ACOSTUMADO,False,True,A,NENHUM,Aquele que mantém um costume; habituado.,"Não tenho medo de andar de avião, estou acostumado.",AVIÃO TER-NÃO MEDO EU ACOSTUMAD@.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACOSTUMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acostumarSm_Prog001.mp4,0.0,ne,ACOSTUMAR,False,True,A,NENHUM,Criar o costume; formar um hábito.,Eu acostumei meu cachorro ficar em casa sozinho.,CACHORRO ACOSTUMAR FICAR CASA SOZINH@.,VERBO,Nacional,,,,,,,,,,,,,,,
ACOTOVELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acotovelarSm_Prog001.mp4,0.0,ne,ACOTOVELAR,False,False,A,NENHUM,Dar ou tocar com o cotovelo em alguém.,"No jogo de futebol, Ronaldo acotovelou o goleiro.",FUTEBOL RONALDO ACOTOVELAR GOLEIR@.,VERBO,Nacional,,,,,,,,,,,,,,,
AÇOUGUE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acougueSm_Prog001.mp4,0.0,ne,AÇOUGUE,False,True,A,NENHUM,"Estabelecimento comercial que vende carne de boi, carneiro, aves e outros animais.",Li no jornal que a promoção do açougue é só hoje.,JORNAL EU LER CARNE VENDER PROMOÇÃO SÓ HOJE.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACRE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acreSm_Prog001.mp4,0.0,ne,ACRE,False,True,A,PAÍS/ESTADO/CIDADE,Estado situado na região Norte do Brasil. Sua capital é a cidade de Rio Branco.,"O Acre é longe, a viagem de avião leva mais ou menos quatro horas.",ACRE LONGE AVIÃO-VOAR MAIS-OU-MENOR 4-HORA.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACREDITAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acreditarSm_Prog001.mp4,0.0,ne,ACREDITAR,False,True,A,NENHUM,Dar crédito a alguém: crer; confiar.,Meu sobrinho falou que comprou um carro e eu não acreditei.,ME@ SOBRINH@ 3sFALAR1s JÁ COMPRAR CARRO EU ACREDITAR-NÃO.,VERBO,Nacional,,,,,,,,,,,,,,,
ACRESCENTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrescentarSm_Prog001.mp4,0.0,ne,ACRESCENTAR,False,True,A,NENHUM,Adicionar; colocar mais; juntar.,"Por favor, acrescente mais açúcar ao leite.","POR-FAVOR, LEITE AÇÚCAR MAIS ACRESCENTAR.",VERBO,Nacional,,,,,,,,,,,,,,,
ACROBATA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrobata1Sm_Prog001.mp4,0.0,ne,ACROBATA1,True,True,A,NENHUM,"Artista de circo, cuja atividade profissional é a prática de atividades ginásticas ou malabaristas.",Fui ao circo e gostei da acrobata que dança muito bem.,EU IR CIRCO GOSTAR pessoaANDARcoisa-fina DANÇAR BEM.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACROBATA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acrobata2Sm_Prog001.mp4,0.0,ne,ACROBATA2,True,True,A,NENHUM,"Artista de circo, cuja atividade profissional é a prática de atividades ginásticas ou malabaristas.","Ontem, no circo, vimos a acrobata dando um salto mortal.",CIRCO ONTEM NÓS VER pessoaBALANÇAR PERIGOS@ SALTO.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACUADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acuadoSm_Prog001.mp4,0.0,ne,ACUADO,False,True,A,NENHUM,Forçado a refugiar-se; escondido de um perigo.,"Estava certo eu ir à sua casa, mas encontrei seus cinco cães bravos. Acuado, fui embora.",EU CERT@ IR SE@ CASA MAS ENCONTRAR CÃO 5 BRAV@ SE@ EU ACUAD@ EMBORA.,ADJETIVO,Nacional,,,,,,,,,,,,,,,
ACUAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acuarSm_Prog001.mp4,0.0,ne,ACUAR,False,True,A,NENHUM,Cercar; travar; impedir a fuga.,Meu filho me falou mentira e eu o acuei.,FILH@ ME@ 3sFALAR1s MENTIRA EU ACUAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
AÇÚCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acucarSm_Prog001.mp4,0.0,ne,AÇÚCAR,False,True,A,MATÉRIA/SUBSTÂNCIA,"Substância doce, solúvel na água, extraída da cana-de-açúcar e da beterraba. É muito utilizada na alimentação.","Aqui no Brasil transforma-se a cana em açúcar. Lá na Europa é diferente, transforma-se a beterraba em açúcar.",BRASIL AQUI CANA TRANSFORMAR AÇÚCAR LÁ EUROPA DIFERENTE BETERRABA TRANSFORMAR AÇÚCAR.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACUMULAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acumularSm_Prog001.mp4,0.0,ne,ACUMULAR,False,True,A,NENHUM,Amontoar; juntar; reunir.,"A casa dela acumulou muita poeira e sujo, porque não é varrida há uma semana.",CASA DEL@ ACUMULAR POEIRA SUJ@ PORQUE NÃO VARRER 1 SEMANA.,VERBO,Nacional,,,,,,,,,,,,,,,
ACUPUNTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acupunturaSm_Prog001.mp4,0.0,ne,ACUPUNTURA,False,True,A,HIGIENE/SAÚDE,Antigo método terapêutico oriental. Trata dores e outras perturbações funcionais com a introdução de agulhas muito finas em pontos cutânos definidos.,Amanhã irei fazer curso de acupuntura.,EU IR CURSO ACUPUNTURA AMANHÃ.,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
ACUSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/acusarSm_Prog001.mp4,0.0,ne,ACUSAR,False,True,A,NENHUM,"Atribuir falta, delito ou crime a alguém; culpar.",A polícia me acusou de vender drogas.,POLÍCIA 3sACUSAR1s VENDER DROGA.,VERBO,Nacional,,,,,,,,,,,,,,,
ADERNAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adernarSm_Prog001.mp4,0.0,ne,ADERNAR,False,True,A,NENHUM,Movimento de inclinação de uma embarcação para um dos lados.,O navio está adernando por causa do peso.,NAVIO ADERNAR PROBLEMA PESO.,VERBO,Nacional,,,,,,,,,,,,,,,
ADESIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/adesivoSm_Prog001.mp4,0.0,ne,ADESIVO,False,True,A,MATÉRIA/SUBSTÂNCIA,Substância que adere ou cola em diversas superfícies; material aderente.,"O meu adesivo sumiu, quem o pegou?",ME@ ADESIVO SUMIR Q-U-M PEGAR?,SUBSTANTIVO,Nacional,,,,,,,,,,,,,,,
