,label,category,example_pt,example_libras,video_url,hand_gesture,url_available,decoded_word,word_in_url
109,Pasta de Dente,Objetos,Sempre coloco pasta de dente na mochila.,PASTA-DE-DENTE DENTRO BOLSA SEMPRE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00944-pasta-de-dente.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,pasta-de-dente,True
110,Pente,Objetos,Ganhei um pente verde lindo!,VOCÊ PENTE EMPRESTAR EU?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00945-pente.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,pente,True
111,Perfume,Objetos,O perfume francês é famoso.,PERFUME FRANÇA FAMOSO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00946-perfume.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg,True,perfume,True
112,Peteca,Objetos,Os alunos gostam de jogar peteca.,ALUNOS GOSTAR PETECA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00983-peteca.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,peteca,True
113,Placa,Objetos,Decorei a placa do carro.,QUAL PLACA CARRO SEU,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01491-Placa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,placa,True
114,Pulseira,Objetos,Meu amigo me deu uma linda pulseira.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/874-pulseira.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/16.jpg,True,pulseira,True
115,Régua,Objetos,Esqueci a minha régua.,EU ESQUECER RÉGUA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1219-regua.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg,True,regua,True
116,Relógio,Objetos,Meu relógio está com defeito.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/875-relogio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,relogio,True
117,Relógio de Parede,Objetos,No meu quarto tem um relógio na parede.,COMPRAR RELOGIO-PAREDE ONDE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01496-Relogio-de-parede.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/42.jpg,True,relogio-de-parede,True
118,Remédio,Objetos,Preciso tomar um remédio.,QUAL REMEDIO DOR-CABEÇA VOCE TOMAR,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01497-Remedio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,remedio,True
119,Sabonete,Objetos,O sabonete do banheiro acabou.,SABONETE BANHEIRO ACABAR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00947-sabonete.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,sabonete,True
120,Shampoo,Objetos,O shampoo está caro.,SHAMPOO CARO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00948-shampoo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/07.jpg,True,shampoo,True
121,Sinuca,Objetos,No meu sítio tem uma mesa de sinuca.,MEU SÍTIO TER SINUCA GRANDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00985-sinuca.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,sinuca,True
122,Skate,Objetos,Meu filho quer aprender a andar de skate.,MEU FILHO QUERER APRENDER SKATE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00986-skate.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,skate,True
123,Sofá,Objetos,É gostoso sentar no seu sofá.,SOFA SEU CONFORTAVEL-MUITO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01500-Sofa.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg,True,sofa,True
124,Telefone de brinquedo,Objetos,Minha irmã ganhou um telefone de brinquedo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/telefone-brinquedo.mp4,,True,telefone-de-brinquedo,True
125,Tesoura,Objetos,Sempre uso tesoura.,EU USAR SEMPRE TESOURA-CORTAR TECIDO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1223-tesoura.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,tesoura,True
126,Toalha de Banho,Objetos,Minha toalha de banho é verde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01503-Toalha-de-banho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,toalha-de-banho,True
127,Tomada,Objetos,Meu quarto tem 3 tomadas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01504-Tomada.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,tomada,True
128,Travesseiro,Objetos,Esqueci meu travesseiro em casa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01505-Travesseiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/10.jpg,True,travesseiro,True
129,Ursinho,Objetos,Minha prima ganhou um ursinho de natal.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ursinho.mp4,,True,ursinho,True
130,Vassoura,Objetos,A minha vassoura está velha.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01506-Vassoura.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,vassoura,True
131,Vela,Objetos,"Antigamente, as pessoas jantavam à luz de velas.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vela.mp4,,True,vela,True
133,Ventilador,Objetos,Está muito quente. Ligue o ventilador.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01508-Ventilador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg,True,ventilador,True
134,Volante,Objetos,Preciso consertar o volante do meu carro.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/volante-2.mp4,,True,volante,True
135,Xícara,Objetos,Que xícaras bonitas para tomar chá!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01509-Xicara.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,xicara,True
136,Zíper,Objetos,O zíper da calça estragou.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/886-ziper.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,ziper,True
137,Agramatical,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/agramatical.mp4,,True,agramatical,True
138,Alfabetização,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alfabetiza%C3%A7%C3%A3o-1.mp4,,True,alfabetizacao,True
139,Aluno,Escola,Meus alunos são disciplinados.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/aluno.mp4,,True,aluno,True
140,Ambiguidade,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/ambiguidade.mp4,,True,ambiguidade,True
141,Analogia,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/analogia.mp4,,True,analogia,True
142,Antonímia,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/antonimia.mp4,,True,antonimia,True
143,Apontador,Escola,Preciso de um apontador emprestado.,POR-FAVOR EMPRESTAR APONTADOR?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1205-apontador.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg,True,apontador,True
144,Aprendizagem,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aprendizagem.mp4,,True,aprendizagem,True
145,Aquisição da língua de sinais,Escola,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aquisi%C3%A7%C3%A3o-da-lingua-de-sinais.mp4,,True,aquisicao-da-lingua-de-sinais,True
146,Aquisição da linguagem,Escola,Eu estudo sobre a aquisição da linguagem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aquisi%C3%A7%C3%A3o-da-linguagem.mp4,,True,aquisicao-da-linguagem,True
147,Aquisição de segunda língua,Escola,"Aprender Libras, para mim, é um processo de aquisição de segunda língua.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aquisi%C3%A7%C3%A3o-de-segunda-l%C3%ADngua.mp4,,True,aquisicao-de-segunda-lingua,True
148,Biblioteca,Escola,A biblioteca da minha cidade tem muitos livros.,BIBLIOTECA MINHA CIDADE TER LIVRO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1206-biblioteca.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg,True,biblioteca,True
149,Caderno,Escola,Que caderno bonito!,UAU CADERNO BONITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1207-caderno.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,caderno,True
150,Caneta,Escola,Tenho caneta de várias cores.,EU TER CANETAS CORES-VARIADO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1208-caneta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,caneta,True
151,Cartaz,Escola,Vamos colar cartazes do bingo por toda a cidade.,NÓS COLAR CARTAZES CIDADE TODA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01126-cartaz.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,cartaz,True
152,Ciência,Escola,Gosto de aprender na escola a matéria de ciências.,EU GOSTAR-MUITO CIÊNCIAS DISCIPLINA ESCOLA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/09/01118-ciencia.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,ciencia,True
153,Concurso,Escola,A minha filha passou no concurso para trabalhar na Universidade.,MEU FILHO CONCURSO PASSAR TRABALHAR UNIVERSIDADE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/455-concurso.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,concurso,True
154,Corretivo,Escola,Esqueci de comprar um corretivo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01625-Corretivo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,corretivo,True
155,Desenho,Escola,Comprei o desenho de um gato.,EU COMPRAR DESENHO GATO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/636-desenho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg,True,desenho,True
156,Dicionário,Escola,Precisamos consultar no dicionário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dicionario.mp4,,True,dicionario,True
157,Diretor,Escola,O diretor é muito competente.,DIRETOR PERFEITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1209-diretor.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg,True,diretor,True
158,Escola,Escola,Eu moro perto da escola.,EU MORAR PERTO ESCOLA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1210-escola.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,escola,True
159,Estojo,Escola,"No estojo guardo lápis, caneta e tesoura.",ESTOJOa LÁPIS-TESOURA-CANETAb aGUARDARb.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1211-estojo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg,True,estojo,True
160,Fita Adesiva,Escola,Preciso de fita adesiva para colar o cartaz na parede.,EU PRECISAR FITA-ADESIVA COLAR CARTAZ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1212-fitaAdesiva.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/38.jpg,True,fita-adesiva,True
161,Giz,Escola,A professora tem alergia à giz.,PROFESSORA TER ALERGIA GIZ.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1213-giz.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,giz,True
162,Idioma,Escola,"Na minha escola estamos aprendendo dois idiomas diferentes, inglês e espanhol.",MINHA ESCOLA APRENDER DOIS IDIOMA INGLÊS ESPANHOL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01136-idioma.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/25.jpg,True,idioma,True
163,Imagem,Escola,Tenho a imagem de um cantor colada na porta da minha geladeira.,VOCÊ IMAGEM ENCONTRAR INTERNET?,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/639-imagem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg,True,imagem,True
164,Lápis,Escola,Irei comprar um lápis novo.,LAPIS MEU ONDE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01483-Lapis.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,lapis,True
165,Libras,Escola,Estou aprendendo Libras.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01691-libras.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,libras,True
166,Mochila,Escola,A minha mochila é preta.,VOCE ENCONTRAR MOCHILA SUA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01486-Mochila.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,mochila,True
167,Palavra,Escola,Hoje aprendi várias palavras novas.,HOJE EU APRENDER PALAVRAS NOVAS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01144-palavra.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg,True,palavra,True
168,Papel,Escola,Pegue o papel que está no chão.,EU PRECISAR PAPEL ENCONTRAR ONDE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01489-Papel.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,papel,True
169,Quadro,Escola,Coloquei vários quadros na parede da minha sala.,EU COLOCAR QUADRO-VÁRIOS SALA PAREDE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/642-quadro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,quadro,True
170,Quadro Negro,Escola,"A professora utiliza pouco o quadro negro, prefere slides.",PROFESSOR@ USAR QUADRO POUCO PREFERIR SLIDE,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01493-Quadro-Negro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/40.jpg,True,quadro-negro,True
171,Sala de aula,Escola,Sala de aula é lugar de aprender.,SALA-ESTUDAR LUGAR APRENDER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1220-saladeaula.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/43.jpg,True,sala-de-aula,True
172,Sala de vídeo,Escola,Assistimos à um filme na sala de vídeo.,NÓS VER FILME SALA-VÍDEO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1221-saladevideo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,sala-de-video,True
173,Sala dos professores,Escola,Na sala dos professores há vários computadores.,SALA-PROFESSOR TER VÁRIOS COMPUTADOR.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1222-saladosprofessores.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,sala-dos-professores,True
174,Secretaria,Escola,"Pra entrar na escola, precisa ir na secretaria para fazer a matrícula.",MATRICULA EU PRECISAR IR SECRETARIA ESCOLA,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01499-Secretaria.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,secretaria,True
175,Basquete,Esporte e Diversão,Eu assisti ao jogo de basquete na televisão.,TELEVISÃO JOGO DE BASQUETE EU VER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00959-basquete.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg,True,basquete,True
176,Boxe,Esporte e Diversão,Todo sábado meu filho treina boxe.,SÁBADO MEU FILHO TREINAR BOXE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00963-boxe.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg,True,boxe,True
177,Ciclismo,Esporte e Diversão,Na minha cidade tem competição de ciclismo.,MINHA CIDADE TER COMPETIÇÃO CICLISMO SEMPRE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00967-ciclismo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,ciclismo,True
178,Corrida,Esporte e Diversão,Assisti na tv o esporte corrida.,TELEVISÃO CORRIDA EU VER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00969-corrida.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,corrida,True
179,Futebol,Esporte e Diversão,Sempre participo da equipe de futebol com o amigo.,EU JOGAR FUTEBOL JUNTO AMIGO SEMPRE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00975-futebol.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,futebol,True
180,Ginástica,Esporte e Diversão,Vários tipos de ginástica fazem bem para a saúde.,GINÁSTICA AJUDA SAÚDE BOA.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1233-ginastica.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,ginastica,True
181,Gol,Esporte e Diversão,Eu fiz um gol ontem.,EU GOL ONTEM.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00976-gol.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/41.jpg,True,gol,True
182,Golfe,Esporte e Diversão,Me dá muita alegria jogar golfe.,JOGAR GOLFE DIVERTIDO-MUITO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1234-golfe.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,golfe,True
183,Handebol,Esporte e Diversão,A equipe feminina ganhou a competição de handebol.,EQUIPE FEMININA GANHAR CAMPEONATO HANDEBOL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00977-handbol.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/15.jpg,True,handebol,True
184,Natação,Esporte e Diversão,Quero participar do treinamento de natação.,EU QUERER PARTICIPAR TORNEIO NATAÇÃO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00981-natacao.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,natacao,True
185,Patins,Esporte e Diversão,Preciso aprender a andar de patins.,EU PRECISAR APRENDER PATINS.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00982-patins.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,patins,True
186,Pingue-Pongue,Esporte e Diversão,Meus filhos gostam de jogar pingue-pongue.,MEUS FILHOS GOSTAR PINGUE-PONGUE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00984-ping-pong.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg,True,pingue-pongue,True
187,Surfe,Esporte e Diversão,O homem participou da competição de surfe.,ELE COMPETIR CAMPEONATO SURFE.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00987-surf.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,surfe,True
